Pulse Pipeline Final Report
===========================
Category             | Revenue         | Count     
16/10/2022           | 2030.00         | 1         
22/12/2021           | 2026.00         | 1         
06/03/2022           | 2026.00         | 1         
20/09/2020           | 2023.00         | 1         
21/03/2021           | 2025.00         | 1         
22/12/2019           | 2026.00         | 1         
16/12/2018           | 2026.00         | 1         
20/01/2019           | 2026.00         | 1         
09/03/2019           | 2020.00         | 1         
13/03/2019           | 2021.00         | 1         
13/04/2019           | 2026.00         | 1         
22/02/2015           | 2017.00         | 1         
14/05/2023           | 4051.00         | 2         
17/04/2016           | 4042.00         | 2         
04/01/2014           | 2017.00         | 1         
25/08/2019           | 6071.00         | 3         
14/09/2019           | 6080.00         | 3         
10/09/2022           | 6079.00         | 3         
03/11/2022           | 4056.00         | 2         
07/11/2022           | 4054.00         | 2         
31/12/2022           | 4052.00         | 2         
26/08/2019           | 4044.00         | 2         
24/04/2019           | 4040.00         | 2         
05/06/2004           | 2006.00         | 1         
17/03/2012           | 2014.00         | 1         
04/05/2002           | 2006.00         | 1         
28/04/2001           | 2005.00         | 1         
18/10/2003           | 2005.00         | 1         
02/11/2003           | 2007.00         | 1         
14/12/2003           | 2007.00         | 1         
25/01/2004           | 4015.00         | 2         
08/12/2002           | 2009.00         | 1         
02/03/2003           | 4008.00         | 2         
20/04/2003           | 2006.00         | 1         
04/05/2003           | 2008.00         | 1         
25/05/2003           | 2006.00         | 1         
27/01/2002           | 2002.00         | 1         
16/02/2002           | 2002.00         | 1         
24/02/2002           | 2002.00         | 1         
03/03/2002           | 2004.00         | 1         
17/03/2002           | 2007.00         | 1         
07/04/2002           | 2005.00         | 1         
13/08/2022           | 4055.00         | 2         
31/08/2022           | 4058.00         | 2         
03/04/2019           | 2020.00         | 1         
18/08/2012           | 2018.00         | 1         
28/10/2023           | 2031.00         | 1         
11/11/2023           | 2029.00         | 1         
18/09/2021           | 4058.00         | 2         
30/11/2013           | 2015.00         | 1         
05/11/2017           | 4040.00         | 2         
28/05/2017           | 2021.00         | 1         
26/05/2007           | 2009.00         | 1         
10/06/2007           | 6033.00         | 3         
26/11/2016           | 2019.00         | 1         
19/09/2015           | 2016.00         | 1         
20/09/2015           | 2020.00         | 1         
30/12/2015           | 4038.00         | 2         
12/03/2016           | 2021.00         | 1         
25/08/2014           | 2016.00         | 1         
20/12/2014           | 2019.00         | 1         
15/03/2015           | 2016.00         | 1         
11/04/2015           | 2017.00         | 1         
29/04/2015           | 2017.00         | 1         
15/10/2011           | 2014.00         | 1         
29/10/2011           | 2016.00         | 1         
06/11/2011           | 2019.00         | 1         
19/11/2011           | 2015.00         | 1         
29/11/2011           | 2015.00         | 1         
07/01/2012           | 2017.00         | 1         
10/04/2012           | 2015.00         | 1         
14/04/2012           | 2015.00         | 1         
11/09/2010           | 4024.00         | 2         
02/01/2011           | 2013.00         | 1         
04/05/2010           | 2014.00         | 1         
24/10/2020           | 2024.00         | 1         
30/09/2023           | 2027.00         | 1         
07/12/2023           | 2027.00         | 1         
25/09/2021           | 2024.00         | 1         
31/10/2020           | 2027.00         | 1         
19/01/2020           | 2022.00         | 1         
26/11/2017           | 2023.00         | 1         
04/02/2018           | 2021.00         | 1         
01/05/2016           | 2023.00         | 1         
15/04/2012           | 2015.00         | 1         
30/08/2022           | 2027.00         | 1         
27/05/2023           | 2025.00         | 1         
10/05/2015           | 2016.00         | 1         
22/05/2015           | 2016.00         | 1         
30/04/2017           | 2022.00         | 1         
18/01/2014           | 2015.00         | 1         
07/12/2019           | 6074.00         | 3         
28/06/2020           | 4044.00         | 2         
08/10/2022           | 6072.00         | 3         
30/12/2022           | 4048.00         | 2         
09/06/2023           | 4052.00         | 2         
29/11/2021           | 4046.00         | 2         
02/04/2022           | 4050.00         | 2         
13/05/2022           | 4048.00         | 2         
05/12/2020           | 6074.00         | 3         
12/03/2023           | 4054.00         | 2         
23/12/2023           | 4057.00         | 2         
02/05/2004           | 4016.00         | 2         
13/12/2003           | 2008.00         | 1         
02/11/2019           | 2022.00         | 1         
26/04/2019           | 2023.00         | 1         
18/02/2017           | 2018.00         | 1         
07/11/2015           | 4038.00         | 2         
08/12/2012           | 4027.00         | 2         
18/12/2012           | 2015.00         | 1         
27/11/2021           | 2022.00         | 1         
20/02/2022           | 2026.00         | 1         
17/09/2016           | 2020.00         | 1         
06/05/2017           | 2017.00         | 1         
12/12/2015           | 6053.00         | 3         
11/11/2006           | 2008.00         | 1         
22/12/2006           | 2010.00         | 1         
21/10/2017           | 4039.00         | 2         
06/11/2016           | 2019.00         | 1         
07/01/2017           | 2021.00         | 1         
19/02/2017           | 2019.00         | 1         
28/11/2015           | 6056.00         | 3         
05/01/2014           | 2017.00         | 1         
15/02/2014           | 6055.00         | 3         
22/02/2014           | 4035.00         | 2         
03/05/2014           | 2017.00         | 1         
27/01/2013           | 2018.00         | 1         
15/01/2012           | 2017.00         | 1         
28/01/2012           | 2015.00         | 1         
04/02/2012           | 2014.00         | 1         
22/01/2011           | 2013.00         | 1         
25/08/2018           | 4045.00         | 2         
20/12/2017           | 4040.00         | 2         
17/01/2018           | 2025.00         | 1         
14/03/2018           | 2020.00         | 1         
13/01/2024           | 2027.00         | 1         
07/11/2021           | 4048.00         | 2         
15/12/2006           | 2009.00         | 1         
15/05/2021           | 2024.00         | 1         
25/01/2012           | 2015.00         | 1         
21/04/2019           | 4045.00         | 2         
27/08/2017           | 4040.00         | 2         
30/03/2014           | 2014.00         | 1         
04/10/2020           | 8103.00         | 4         
28/07/2019           | 4044.00         | 2         
13/09/2003           | 2007.00         | 1         
05/10/2003           | 4014.00         | 2         
30/12/2023           | 2025.00         | 1         
31/01/2024           | 2027.00         | 1         
12/03/2024           | 2025.00         | 1         
21/08/2021           | 6076.00         | 3         
26/03/2022           | 2032.00         | 1         
31/08/2019           | 4049.00         | 2         
26/10/2019           | 4044.00         | 2         
26/07/2020           | 2025.00         | 1         
20/10/2018           | 10110.00        | 5         
03/12/2017           | 2020.00         | 1         
06/05/2018           | 4037.00         | 2         
03/02/2024           | 2026.00         | 1         
07/01/2023           | 2024.00         | 1         
04/12/2019           | 2022.00         | 1         
22/01/2020           | 2020.00         | 1         
25/02/2017           | 2018.00         | 1         
16/01/2016           | 2020.00         | 1         
03/12/2013           | 2020.00         | 1         
11/01/2014           | 2015.00         | 1         
26/12/2012           | 2015.00         | 1         
13/04/2013           | 2014.00         | 1         
25/10/2003           | 2007.00         | 1         
08/11/2003           | 2008.00         | 1         
27/08/2023           | 2027.00         | 1         
30/05/2020           | 2024.00         | 1         
24/11/2018           | 2024.00         | 1         
08/12/2018           | 2021.00         | 1         
27/01/2019           | 2023.00         | 1         
14/10/2017           | 4040.00         | 2         
13/12/2017           | 4039.00         | 2         
14/08/2015           | 2020.00         | 1         
31/01/2016           | 4038.00         | 2         
20/02/2016           | 2019.00         | 1         
14/05/2016           | 4038.00         | 2         
16/12/2014           | 2016.00         | 1         
30/05/2010           | 2013.00         | 1         
28/05/2006           | 6024.00         | 3         
17/09/2022           | 4050.00         | 2         
05/11/2022           | 6077.00         | 3         
02/09/2018           | 6070.00         | 3         
23/09/2018           | 2022.00         | 1         
01/10/2017           | 4039.00         | 2         
25/11/2017           | 2022.00         | 1         
17/12/2017           | 4039.00         | 2         
28/01/2018           | 2020.00         | 1         
20/08/2016           | 2024.00         | 1         
02/10/2016           | 2018.00         | 1         
26/09/2015           | 4033.00         | 2         
17/10/2015           | 2018.00         | 1         
14/02/2016           | 2022.00         | 1         
23/09/2014           | 4038.00         | 2         
10/01/2015           | 2017.00         | 1         
14/02/2015           | 6055.00         | 3         
05/04/2015           | 2024.00         | 1         
18/08/2013           | 2020.00         | 1         
26/01/2014           | 2016.00         | 1         
02/09/2012           | 2015.00         | 1         
03/11/2012           | 4032.00         | 2         
17/11/2012           | 6044.00         | 3         
10/09/2011           | 2017.00         | 1         
17/09/2011           | 2019.00         | 1         
12/02/2012           | 6048.00         | 3         
18/02/2012           | 2015.00         | 1         
03/03/2012           | 2015.00         | 1         
16/01/2011           | 4029.00         | 2         
03/10/2009           | 2010.00         | 1         
21/12/2019           | 2024.00         | 1         
12/08/2018           | 2021.00         | 1         
20/08/2017           | 2025.00         | 1         
25/08/2017           | 2020.00         | 1         
17/02/2018           | 2024.00         | 1         
10/03/2018           | 2022.00         | 1         
29/04/2018           | 2021.00         | 1         
16/02/2024           | 2025.00         | 1         
10/03/2024           | 2026.00         | 1         
01/10/2022           | 4049.00         | 2         
08/04/2023           | 2026.00         | 1         
02/12/2021           | 2026.00         | 1         
09/04/2022           | 4046.00         | 2         
28/01/2021           | 2024.00         | 1         
06/12/2019           | 2021.00         | 1         
03/11/2018           | 4040.00         | 2         
02/12/2018           | 2024.00         | 1         
07/12/2018           | 2024.00         | 1         
02/02/2019           | 4046.00         | 2         
08/04/2018           | 2018.00         | 1         
07/05/2017           | 2020.00         | 1         
30/01/2016           | 2021.00         | 1         
20/10/2012           | 4031.00         | 2         
05/05/2013           | 2017.00         | 1         
03/12/2011           | 4032.00         | 2         
31/03/2012           | 4026.00         | 2         
23/12/2006           | 2010.00         | 1         
30/12/2006           | 2009.00         | 1         
16/04/2023           | 2025.00         | 1         
29/01/2005           | 4021.00         | 2         
19/08/2023           | 2025.00         | 1         
10/01/2020           | 2022.00         | 1         
18/05/2019           | 2023.00         | 1         
15/01/2016           | 2019.00         | 1         
18/04/2015           | 6055.00         | 3         
20/12/2013           | 2017.00         | 1         
18/05/2018           | 2020.00         | 1         
30/03/2012           | 2012.00         | 1         
07/05/2006           | 4017.00         | 2         
31/10/2004           | 2006.00         | 1         
27/02/2005           | 4011.00         | 2         
08/10/2023           | 2026.00         | 1         
01/03/2020           | 2021.00         | 1         
22/04/2018           | 2019.00         | 1         
05/02/2017           | 2019.00         | 1         
12/09/2015           | 4037.00         | 2         
03/05/2015           | 2019.00         | 1         
05/02/2014           | 2015.00         | 1         
14/01/2012           | 2015.00         | 1         
17/01/2010           | 2011.00         | 1         
12/12/2004           | 4011.00         | 2         
23/11/2019           | 6070.00         | 3         
27/10/2019           | 4040.00         | 2         
19/08/2018           | 6071.00         | 3         
17/07/2019           | 4044.00         | 2         
26/06/2022           | 4052.00         | 2         
09/08/2023           | 4052.00         | 2         
22/09/2017           | 4040.00         | 2         
21/07/2019           | 4052.00         | 2         
17/04/2022           | 4050.00         | 2         
19/03/2021           | 4050.00         | 2         
24/04/2021           | 4052.00         | 2         
22/10/2023           | 4056.00         | 2         
07/04/2001           | 2001.00         | 1         
16/10/2004           | 4019.00         | 2         
03/02/2001           | 2005.00         | 1         
27/12/2003           | 2009.00         | 1         
01/12/2002           | 2006.00         | 1         
15/02/2003           | 4013.00         | 2         
15/12/2020           | 2022.00         | 1         
16/05/2017           | 2018.00         | 1         
14/02/2024           | 2027.00         | 1         
22/04/2023           | 4051.00         | 2         
01/12/2015           | 2019.00         | 1         
21/01/2024           | 2024.00         | 1         
09/05/2010           | 4033.00         | 2         
22/10/2017           | 2020.00         | 1         
31/10/2015           | 2019.00         | 1         
06/12/2014           | 4035.00         | 2         
07/12/2014           | 2020.00         | 1         
05/10/2013           | 2018.00         | 1         
01/11/2013           | 2014.00         | 1         
01/12/2012           | 2018.00         | 1         
10/02/2013           | 4033.00         | 2         
29/10/2022           | 2029.00         | 1         
27/01/2024           | 4049.00         | 2         
29/01/2011           | 2013.00         | 1         
23/04/2023           | 2023.00         | 1         
18/11/2017           | 4042.00         | 2         
26/05/2019           | 4050.00         | 2         
19/09/2020           | 6075.00         | 3         
07/03/2021           | 8094.00         | 4         
13/03/2021           | 4048.00         | 2         
05/12/2019           | 4052.00         | 2         
07/10/2018           | 6066.00         | 3         
03/07/2022           | 4048.00         | 2         
07/07/2022           | 4046.00         | 2         
08/07/2022           | 4054.00         | 2         
28/09/2020           | 4048.00         | 2         
05/07/2016           | 4046.00         | 2         
12/11/2023           | 6075.00         | 3         
31/03/2019           | 6069.00         | 3         
17/07/2020           | 2024.00         | 1         
04/11/2023           | 2030.00         | 1         
27/08/2022           | 2031.00         | 1         
09/02/2022           | 2023.00         | 1         
19/02/2022           | 2025.00         | 1         
23/04/2022           | 2027.00         | 1         
21/09/2019           | 4050.00         | 2         
18/01/2020           | 2023.00         | 1         
29/09/2018           | 2020.00         | 1         
19/09/2010           | 2014.00         | 1         
12/03/2008           | 2014.00         | 1         
14/04/2006           | 2005.00         | 1         
05/08/2023           | 2029.00         | 1         
16/03/2024           | 2027.00         | 1         
02/08/2020           | 2026.00         | 1         
08/11/2020           | 2028.00         | 1         
30/10/2019           | 2021.00         | 1         
25/01/2020           | 2022.00         | 1         
04/03/2020           | 2020.00         | 1         
04/08/2018           | 2022.00         | 1         
23/01/2019           | 2022.00         | 1         
26/01/2019           | 2021.00         | 1         
13/12/2016           | 2017.00         | 1         
26/12/2013           | 2015.00         | 1         
12/03/2014           | 2016.00         | 1         
23/09/2012           | 2017.00         | 1         
05/01/2013           | 2014.00         | 1         
12/01/2013           | 2018.00         | 1         
09/03/2013           | 6046.00         | 3         
23/03/2013           | 2012.00         | 1         
26/11/2005           | 2006.00         | 1         
26/12/2005           | 2008.00         | 1         
15/04/2006           | 2010.00         | 1         
27/12/2004           | 2007.00         | 1         
05/02/2005           | 2007.00         | 1         
19/02/2005           | 2009.00         | 1         
30/04/2005           | 2005.00         | 1         
20/09/2003           | 2006.00         | 1         
01/11/2003           | 2007.00         | 1         
22/11/2003           | 2006.00         | 1         
06/12/2003           | 2006.00         | 1         
17/11/2002           | 2006.00         | 1         
29/01/2003           | 2004.00         | 1         
09/02/2003           | 2005.00         | 1         
15/12/2021           | 2024.00         | 1         
18/09/2020           | 2028.00         | 1         
21/11/2020           | 2022.00         | 1         
15/02/2021           | 2026.00         | 1         
25/09/2018           | 2020.00         | 1         
26/08/2016           | 2022.00         | 1         
01/04/2017           | 2022.00         | 1         
24/10/2015           | 2019.00         | 1         
18/10/2014           | 4037.00         | 2         
27/02/2015           | 2019.00         | 1         
24/08/2013           | 2015.00         | 1         
19/10/2013           | 2018.00         | 1         
26/10/2013           | 2018.00         | 1         
14/12/2013           | 2017.00         | 1         
02/02/2014           | 2018.00         | 1         
19/01/2013           | 2014.00         | 1         
22/01/2022           | 2024.00         | 1         
19/05/2018           | 2020.00         | 1         
29/05/2011           | 2013.00         | 1         
20/05/2007           | 2007.00         | 1         
16/09/2006           | 2009.00         | 1         
09/12/2006           | 2007.00         | 1         
03/06/2007           | 4016.00         | 2         
28/05/2005           | 2008.00         | 1         
15/10/2016           | 2020.00         | 1         
18/12/2016           | 2021.00         | 1         
14/01/2017           | 2021.00         | 1         
29/08/2015           | 4036.00         | 2         
05/12/2015           | 2020.00         | 1         
20/12/2015           | 4045.00         | 2         
24/08/2014           | 2017.00         | 1         
06/01/2014           | 2016.00         | 1         
19/08/2012           | 2018.00         | 1         
16/12/2012           | 2016.00         | 1         
06/01/2013           | 2016.00         | 1         
24/09/2011           | 2019.00         | 1         
12/12/2010           | 2015.00         | 1         
05/03/2011           | 2011.00         | 1         
25/10/2009           | 2016.00         | 1         
24/04/2010           | 2013.00         | 1         
13/05/2023           | 2027.00         | 1         
02/10/2020           | 2027.00         | 1         
16/05/2021           | 2024.00         | 1         
11/08/2019           | 2022.00         | 1         
19/01/2019           | 2027.00         | 1         
07/04/2019           | 4043.00         | 2         
08/01/2016           | 2017.00         | 1         
03/09/2022           | 2026.00         | 1         
14/08/2021           | 2026.00         | 1         
20/03/2022           | 2026.00         | 1         
22/11/2020           | 2025.00         | 1         
02/05/2021           | 2024.00         | 1         
10/08/2019           | 2024.00         | 1         
06/10/2019           | 2024.00         | 1         
14/12/2017           | 2021.00         | 1         
19/04/2018           | 2022.00         | 1         
02/03/2013           | 2014.00         | 1         
11/02/2012           | 2013.00         | 1         
02/05/2012           | 2013.00         | 1         
01/05/2011           | 2014.00         | 1         
20/10/2007           | 2011.00         | 1         
18/02/2007           | 2010.00         | 1         
16/04/2006           | 2007.00         | 1         
02/02/2005           | 2009.00         | 1         
20/02/2005           | 4017.00         | 2         
24/04/2005           | 2005.00         | 1         
31/08/2003           | 6020.00         | 3         
17/10/2003           | 2009.00         | 1         
28/01/2004           | 2009.00         | 1         
01/02/2004           | 2007.00         | 1         
16/03/2003           | 2005.00         | 1         
04/12/2004           | 2008.00         | 1         
03/11/2019           | 2020.00         | 1         
31/01/2020           | 2024.00         | 1         
04/11/2017           | 2019.00         | 1         
04/04/2016           | 2016.00         | 1         
07/05/2016           | 2020.00         | 1         
15/05/2016           | 2020.00         | 1         
19/12/2014           | 2018.00         | 1         
19/04/2014           | 2015.00         | 1         
03/02/2013           | 2015.00         | 1         
24/01/2004           | 4012.00         | 2         
24/04/2004           | 2007.00         | 1         
10/02/2018           | 2022.00         | 1         
25/02/2012           | 2016.00         | 1         
27/01/2020           | 2020.00         | 1         
15/02/2020           | 2023.00         | 1         
29/10/2018           | 2019.00         | 1         
11/12/2017           | 2021.00         | 1         
27/11/2016           | 2016.00         | 1         
23/08/2015           | 2018.00         | 1         
23/08/2014           | 2018.00         | 1         
22/03/2015           | 2017.00         | 1         
15/03/2014           | 2015.00         | 1         
26/04/2009           | 2012.00         | 1         
26/11/2006           | 2011.00         | 1         
10/12/2006           | 2011.00         | 1         
16/12/2006           | 2009.00         | 1         
28/01/2007           | 2011.00         | 1         
06/02/2006           | 2008.00         | 1         
29/12/2004           | 2007.00         | 1         
08/05/2005           | 2005.00         | 1         
10/08/2014           | 4044.00         | 2         
24/02/2024           | 6087.00         | 3         
23/10/2016           | 4036.00         | 2         
20/09/2022           | 4050.00         | 2         
08/07/2023           | 4056.00         | 2         
21/07/2023           | 4058.00         | 2         
26/10/2018           | 4048.00         | 2         
19/05/2023           | 4054.00         | 2         
04/04/2022           | 4054.00         | 2         
18/04/2021           | 4048.00         | 2         
21/04/2002           | 2004.00         | 1         
05/05/2002           | 2004.00         | 1         
23/02/2002           | 2005.00         | 1         
01/10/2000           | 2007.00         | 1         
22/10/2000           | 2005.00         | 1         
18/11/2000           | 2002.00         | 1         
16/12/2000           | 2003.00         | 1         
12/05/2001           | 2001.00         | 1         
21/01/2012           | 2016.00         | 1         
11/06/2005           | 2009.00         | 1         
19/05/2002           | 2003.00         | 1         
22/08/2001           | 2006.00         | 1         
28/04/2002           | 2004.00         | 1         
02/11/2000           | 2006.00         | 1         
06/01/2001           | 2003.00         | 1         
18/05/2001           | 2003.00         | 1         
14/10/2000           | 2005.00         | 1         
21/09/2003           | 2004.00         | 1         
27/09/2003           | 2005.00         | 1         
21/12/2003           | 2012.00         | 1         
18/01/2004           | 2004.00         | 1         
08/02/2004           | 2008.00         | 1         
21/03/2004           | 2006.00         | 1         
16/05/2004           | 2006.00         | 1         
25/08/2002           | 2003.00         | 1         
01/09/2002           | 4009.00         | 2         
21/09/2002           | 2006.00         | 1         
26/10/2002           | 2003.00         | 1         
05/01/2003           | 2005.00         | 1         
12/01/2003           | 2008.00         | 1         
16/02/2003           | 2003.00         | 1         
05/04/2003           | 2007.00         | 1         
18/11/2001           | 2003.00         | 1         
13/01/2002           | 4009.00         | 2         
03/02/2002           | 2005.00         | 1         
02/03/2002           | 2003.00         | 1         
23/03/2002           | 2006.00         | 1         
31/03/2002           | 2004.00         | 1         
04/02/2001           | 2001.00         | 1         
05/02/2001           | 2003.00         | 1         
18/02/2001           | 2002.00         | 1         
05/02/2022           | 2022.00         | 1         
26/12/2020           | 2022.00         | 1         
27/12/2020           | 2022.00         | 1         
03/05/2021           | 2024.00         | 1         
01/09/2018           | 2021.00         | 1         
27/10/2018           | 2023.00         | 1         
04/11/2018           | 2025.00         | 1         
11/11/2018           | 2020.00         | 1         
01/12/2018           | 2022.00         | 1         
28/08/2010           | 2012.00         | 1         
08/12/2007           | 2012.00         | 1         
16/09/2023           | 4049.00         | 2         
13/02/2024           | 2028.00         | 1         
21/12/2022           | 2025.00         | 1         
18/01/2023           | 2026.00         | 1         
01/02/2023           | 2025.00         | 1         
18/12/2021           | 2022.00         | 1         
29/01/2020           | 2021.00         | 1         
05/04/2016           | 2016.00         | 1         
21/12/2013           | 2015.00         | 1         
01/02/2014           | 2016.00         | 1         
24/02/2013           | 2017.00         | 1         
24/02/2008           | 2013.00         | 1         
13/08/2005           | 2009.00         | 1         
02/01/2005           | 2007.00         | 1         
15/01/2005           | 2007.00         | 1         
22/01/2005           | 2006.00         | 1         
12/04/2005           | 2005.00         | 1         
01/02/2003           | 2005.00         | 1         
23/09/2023           | 2030.00         | 1         
11/02/2023           | 2025.00         | 1         
30/04/2023           | 2024.00         | 1         
22/08/2021           | 2026.00         | 1         
05/10/2019           | 2022.00         | 1         
08/03/2020           | 2021.00         | 1         
21/01/2019           | 2021.00         | 1         
17/09/2017           | 2023.00         | 1         
06/01/2018           | 2019.00         | 1         
18/08/2018           | 2021.00         | 1         
19/09/2017           | 2024.00         | 1         
02/04/2017           | 2019.00         | 1         
25/10/2015           | 2019.00         | 1         
21/02/2015           | 2015.00         | 1         
17/03/2013           | 2016.00         | 1         
09/04/2011           | 2014.00         | 1         
26/09/2009           | 2012.00         | 1         
08/05/2010           | 2015.00         | 1         
13/11/2022           | 2027.00         | 1         
11/01/2023           | 2024.00         | 1         
05/08/2017           | 2019.00         | 1         
20/09/2016           | 2019.00         | 1         
16/08/2015           | 2017.00         | 1         
07/12/2013           | 2018.00         | 1         
21/10/2023           | 2027.00         | 1         
30/04/2022           | 2024.00         | 1         
13/05/2021           | 2024.00         | 1         
09/02/2019           | 2022.00         | 1         
07/02/2018           | 2018.00         | 1         
11/04/2010           | 2016.00         | 1         
30/09/2007           | 2014.00         | 1         
25/04/2004           | 2005.00         | 1         
07/04/2023           | 2024.00         | 1         
18/09/2022           | 2027.00         | 1         
28/12/2022           | 2028.00         | 1         
15/04/2023           | 2025.00         | 1         
30/01/2022           | 2024.00         | 1         
26/10/2020           | 2022.00         | 1         
08/01/2021           | 2022.00         | 1         
19/01/2018           | 2018.00         | 1         
17/03/2018           | 2019.00         | 1         
22/01/2017           | 2020.00         | 1         
14/03/2016           | 2020.00         | 1         
29/04/2016           | 2016.00         | 1         
19/01/2014           | 2016.00         | 1         
13/02/2023           | 2025.00         | 1         
21/01/2018           | 2020.00         | 1         
09/04/2017           | 2021.00         | 1         
17/12/2014           | 2016.00         | 1         
18/12/2013           | 2018.00         | 1         
13/12/2009           | 2012.00         | 1         
19/10/2008           | 2010.00         | 1         
20/04/2008           | 2011.00         | 1         
14/01/2007           | 2007.00         | 1         
17/12/2005           | 2006.00         | 1         
22/05/2021           | 4048.00         | 2         
01/08/2021           | 4058.00         | 2         
21/05/2022           | 4046.00         | 2         
15/08/2019           | 2021.00         | 1         
11/08/2021           | 2026.00         | 1         
04/11/2022           | 2025.00         | 1         
